fact_pk,sprint_pk,team_pk,committed_story_points_completed,committed_story_points,story_points_completed,story_points_committed_at_start,avg_velocity_3_sprints,avg_velocity_4_sprints,story_points_added_during_sprint,story_points_removed_during_sprint,story_points_modified_scope,stories_with_modified_estimate,stories_completed,stories_estimated,total_stories
3396,40,58,15,13,13,13,11.00,10.50,1,0,0,0,1,1,1
3397,41,58,10,14,14,14,12.00,11.50,1,0,0,0,1,1,1
3398,42,58,6,12,14,12,10.00,9.50,1,0,0,0,1,1,1
3399,43,58,12,13,17,13,11.00,10.50,0,0,0,0,1,1,1
3400,44,58,9,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3401,45,58,8,12,15,12,10.00,9.50,3,0,0,0,1,1,1
3402,46,58,13,13,14,13,11.00,10.50,0,0,0,0,1,1,1
3403,47,58,9,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3404,48,58,13,12,16,12,10.00,9.50,1,0,0,0,1,1,1
3405,49,58,13,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3406,50,58,16,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3407,51,58,7,12,16,12,10.00,9.50,4,0,0,0,1,1,1
3408,52,58,9,13,16,13,11.00,10.50,2,0,0,0,1,1,1
3409,4,59,7,13,13,13,11.00,10.50,0,0,0,0,1,1,1
3410,5,59,8,14,15,14,12.00,11.50,4,0,0,0,1,1,1
3411,6,59,7,12,15,12,10.00,9.50,0,0,0,0,1,1,1
3412,7,59,14,13,14,13,11.00,10.50,2,0,0,0,1,1,1
3413,8,59,15,14,17,14,12.00,11.50,4,0,0,0,1,1,1
3414,9,59,13,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3415,10,59,15,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3416,11,59,12,14,15,14,12.00,11.50,3,0,0,0,1,1,1
3417,12,59,12,12,17,12,10.00,9.50,3,0,0,0,1,1,1
3418,13,59,7,13,15,13,11.00,10.50,3,0,0,0,1,1,1
3419,14,59,12,14,14,14,12.00,11.50,4,0,0,0,1,1,1
3420,15,59,11,12,13,12,10.00,9.50,4,0,0,0,1,1,1
3421,16,59,9,13,14,13,11.00,10.50,2,0,0,0,1,1,1
3422,17,59,16,14,19,14,12.00,11.50,4,0,0,0,1,1,1
3423,18,59,7,12,14,12,10.00,9.50,2,0,0,0,1,1,1
3424,19,59,8,13,13,13,11.00,10.50,0,0,0,0,1,1,1
3425,20,59,15,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3426,21,59,8,12,15,12,10.00,9.50,3,0,0,0,1,1,1
3427,22,59,12,13,17,13,11.00,10.50,0,0,0,0,1,1,1
3428,23,59,12,14,15,14,12.00,11.50,1,0,0,0,1,1,1
3429,24,59,13,12,14,12,10.00,9.50,1,0,0,0,1,1,1
3430,25,59,15,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3431,26,59,16,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3432,28,59,9,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3433,29,59,16,14,14,14,12.00,11.50,3,0,0,0,1,1,1
3434,30,59,6,12,14,12,10.00,9.50,1,0,0,0,1,1,1
3435,31,59,14,13,18,13,11.00,10.50,2,0,0,0,1,1,1
3436,32,59,9,14,18,14,12.00,11.50,4,0,0,0,1,1,1
3437,33,59,11,12,16,12,10.00,9.50,3,0,0,0,1,1,1
3438,34,59,11,13,16,13,11.00,10.50,4,0,0,0,1,1,1
3439,35,59,15,14,16,14,12.00,11.50,4,0,0,0,1,1,1
3440,36,59,7,12,13,12,10.00,9.50,0,0,0,0,1,1,1
3441,37,59,7,13,15,13,11.00,10.50,3,0,0,0,1,1,1
3442,38,59,15,14,14,14,12.00,11.50,4,0,0,0,1,1,1
3443,39,59,10,12,13,12,10.00,9.50,0,0,0,0,1,1,1
3444,40,59,16,13,17,13,11.00,10.50,4,0,0,0,1,1,1
3445,41,59,12,14,17,14,12.00,11.50,2,0,0,0,1,1,1
3446,42,59,7,12,14,12,10.00,9.50,0,0,0,0,1,1,1
3447,43,59,15,13,15,13,11.00,10.50,2,0,0,0,1,1,1
3448,44,59,9,14,15,14,12.00,11.50,1,0,0,0,1,1,1
3449,45,59,8,12,14,12,10.00,9.50,3,0,0,0,1,1,1
3450,46,59,13,13,15,13,11.00,10.50,0,0,0,0,1,1,1
3451,47,59,9,14,15,14,12.00,11.50,4,0,0,0,1,1,1
3452,48,59,9,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3453,49,59,9,13,14,13,11.00,10.50,0,0,0,0,1,1,1
3454,50,59,12,14,17,14,12.00,11.50,2,0,0,0,1,1,1
3455,51,59,15,12,16,12,10.00,9.50,3,0,0,0,1,1,1
3456,52,59,15,13,17,13,11.00,10.50,3,0,0,0,1,1,1
3457,4,60,7,13,14,13,11.00,10.50,0,0,0,0,1,1,1
3458,5,60,15,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3459,6,60,13,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3460,7,60,16,13,15,13,11.00,10.50,0,0,0,0,1,1,1
3461,8,60,16,14,18,14,12.00,11.50,4,0,0,0,1,1,1
3462,9,60,10,12,14,12,10.00,9.50,1,0,0,0,1,1,1
3463,10,60,8,13,14,13,11.00,10.50,3,0,0,0,1,1,1
3464,11,60,13,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3465,12,60,11,12,16,12,10.00,9.50,4,0,0,0,1,1,1
3466,13,60,16,13,14,13,11.00,10.50,2,0,0,0,1,1,1
3467,14,60,14,14,19,14,12.00,11.50,1,0,0,0,1,1,1
3468,15,60,9,12,13,12,10.00,9.50,3,0,0,0,1,1,1
3469,16,60,10,13,15,13,11.00,10.50,4,0,0,0,1,1,1
3470,17,60,7,14,17,14,12.00,11.50,4,0,0,0,1,1,1
3471,18,60,13,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3472,19,60,7,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3473,20,60,15,14,17,14,12.00,11.50,2,0,0,0,1,1,1
3474,21,60,9,12,16,12,10.00,9.50,3,0,0,0,1,1,1
3475,22,60,14,13,18,13,11.00,10.50,4,0,0,0,1,1,1
3476,23,60,15,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3477,24,60,13,12,14,12,10.00,9.50,4,0,0,0,1,1,1
3478,25,60,9,13,17,13,11.00,10.50,4,0,0,0,1,1,1
3479,26,60,8,14,16,14,12.00,11.50,3,0,0,0,1,1,1
3480,28,60,15,13,17,13,11.00,10.50,1,0,0,0,1,1,1
3481,29,60,15,14,19,14,12.00,11.50,3,0,0,0,1,1,1
3482,30,60,13,12,16,12,10.00,9.50,1,0,0,0,1,1,1
3483,31,60,14,13,17,13,11.00,10.50,1,0,0,0,1,1,1
3484,32,60,10,14,19,14,12.00,11.50,1,0,0,0,1,1,1
3485,33,60,9,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3486,34,60,9,13,16,13,11.00,10.50,2,0,0,0,1,1,1
3487,35,60,12,14,17,14,12.00,11.50,1,0,0,0,1,1,1
3488,36,60,9,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3489,37,60,12,13,16,13,11.00,10.50,0,0,0,0,1,1,1
3490,38,60,14,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3491,39,60,12,12,15,12,10.00,9.50,0,0,0,0,1,1,1
3492,40,60,14,13,16,13,11.00,10.50,0,0,0,0,1,1,1
3493,41,60,9,14,15,14,12.00,11.50,3,0,0,0,1,1,1
3494,42,60,13,12,13,12,10.00,9.50,1,0,0,0,1,1,1
3495,43,60,16,13,16,13,11.00,10.50,0,0,0,0,1,1,1
3496,44,60,15,14,16,14,12.00,11.50,4,0,0,0,1,1,1
3497,45,60,7,12,16,12,10.00,9.50,2,0,0,0,1,1,1
3498,46,60,14,13,17,13,11.00,10.50,3,0,0,0,1,1,1
3499,47,60,8,14,15,14,12.00,11.50,3,0,0,0,1,1,1
3500,48,60,11,12,15,12,10.00,9.50,1,0,0,0,1,1,1
3501,49,60,6,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3502,50,60,10,14,15,14,12.00,11.50,4,0,0,0,1,1,1
3503,51,60,12,12,13,12,10.00,9.50,4,0,0,0,1,1,1
3504,52,60,13,13,16,13,11.00,10.50,1,0,0,0,1,1,1
3505,4,61,12,13,17,13,11.00,10.50,1,0,0,0,1,1,1
3506,5,61,9,14,17,14,12.00,11.50,3,0,0,0,1,1,1
3507,6,61,12,12,15,12,10.00,9.50,3,0,0,0,1,1,1
3508,7,61,10,13,16,13,11.00,10.50,0,0,0,0,1,1,1
3509,8,61,15,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3510,9,61,12,12,16,12,10.00,9.50,2,0,0,0,1,1,1
3511,10,61,14,13,17,13,11.00,10.50,2,0,0,0,1,1,1
3512,11,61,14,14,16,14,12.00,11.50,3,0,0,0,1,1,1
3513,12,61,12,12,15,12,10.00,9.50,4,0,0,0,1,1,1
3514,13,61,14,13,17,13,11.00,10.50,3,0,0,0,1,1,1
3515,14,61,9,14,15,14,12.00,11.50,1,0,0,0,1,1,1
3516,15,61,13,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3517,16,61,16,13,14,13,11.00,10.50,0,0,0,0,1,1,1
3518,17,61,14,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3519,18,61,8,12,13,12,10.00,9.50,3,0,0,0,1,1,1
3520,19,61,7,13,15,13,11.00,10.50,0,0,0,0,1,1,1
3521,20,61,11,14,17,14,12.00,11.50,3,0,0,0,1,1,1
3522,21,61,13,12,13,12,10.00,9.50,3,0,0,0,1,1,1
3523,22,61,15,13,14,13,11.00,10.50,0,0,0,0,1,1,1
3524,23,61,12,14,19,14,12.00,11.50,4,0,0,0,1,1,1
3525,24,61,8,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3526,25,61,8,13,17,13,11.00,10.50,3,0,0,0,1,1,1
3527,26,61,13,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3528,28,61,13,13,17,13,11.00,10.50,1,0,0,0,1,1,1
3529,29,61,7,14,15,14,12.00,11.50,0,0,0,0,1,1,1
3530,30,61,9,12,16,12,10.00,9.50,2,0,0,0,1,1,1
3531,31,61,10,13,14,13,11.00,10.50,2,0,0,0,1,1,1
3532,32,61,10,14,17,14,12.00,11.50,3,0,0,0,1,1,1
3533,33,61,6,12,13,12,10.00,9.50,1,0,0,0,1,1,1
3534,34,61,15,13,16,13,11.00,10.50,2,0,0,0,1,1,1
3535,35,61,14,14,18,14,12.00,11.50,4,0,0,0,1,1,1
3536,36,61,13,12,16,12,10.00,9.50,4,0,0,0,1,1,1
3537,37,61,14,13,18,13,11.00,10.50,2,0,0,0,1,1,1
3538,38,61,14,14,16,14,12.00,11.50,0,0,0,0,1,1,1
3539,39,61,6,12,12,12,10.00,9.50,3,0,0,0,1,1,1
3540,40,61,10,13,14,13,11.00,10.50,2,0,0,0,1,1,1
3541,41,61,11,14,15,14,12.00,11.50,3,0,0,0,1,1,1
3542,42,61,7,12,14,12,10.00,9.50,3,0,0,0,1,1,1
3543,43,61,11,13,13,13,11.00,10.50,0,0,0,0,1,1,1
3544,44,61,9,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3545,45,61,14,12,17,12,10.00,9.50,3,0,0,0,1,1,1
3546,46,61,8,13,14,13,11.00,10.50,1,0,0,0,1,1,1
3547,47,61,13,14,16,14,12.00,11.50,3,0,0,0,1,1,1
3548,48,61,13,12,16,12,10.00,9.50,3,0,0,0,1,1,1
3549,49,61,14,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3550,50,61,13,14,18,14,12.00,11.50,0,0,0,0,1,1,1
3551,51,61,8,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3552,52,61,8,13,14,13,11.00,10.50,4,0,0,0,1,1,1
3553,4,62,10,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3554,5,62,13,14,15,14,12.00,11.50,2,0,0,0,1,1,1
3555,6,62,14,12,14,12,10.00,9.50,0,0,0,0,1,1,1
3556,7,62,12,13,14,13,11.00,10.50,1,0,0,0,1,1,1
3557,8,62,16,14,15,14,12.00,11.50,2,0,0,0,1,1,1
3558,9,62,13,12,15,12,10.00,9.50,1,0,0,0,1,1,1
3559,10,62,10,13,18,13,11.00,10.50,3,0,0,0,1,1,1
3560,11,62,17,14,18,14,12.00,11.50,1,0,0,0,1,1,1
3561,12,62,9,12,17,12,10.00,9.50,2,0,0,0,1,1,1
3562,13,62,8,13,15,13,11.00,10.50,2,0,0,0,1,1,1
3563,14,62,16,14,18,14,12.00,11.50,0,0,0,0,1,1,1
3564,15,62,10,12,12,12,10.00,9.50,2,0,0,0,1,1,1
3565,16,62,10,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3566,17,62,15,14,14,14,12.00,11.50,3,0,0,0,1,1,1
3567,18,62,14,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3568,19,62,8,13,17,13,11.00,10.50,4,0,0,0,1,1,1
3569,20,62,13,14,18,14,12.00,11.50,0,0,0,0,1,1,1
3570,21,62,9,12,16,12,10.00,9.50,3,0,0,0,1,1,1
3571,22,62,7,13,18,13,11.00,10.50,3,0,0,0,1,1,1
3572,23,62,12,14,18,14,12.00,11.50,1,0,0,0,1,1,1
3573,24,62,10,12,13,12,10.00,9.50,4,0,0,0,1,1,1
3574,25,62,9,13,17,13,11.00,10.50,3,0,0,0,1,1,1
3575,26,62,11,14,18,14,12.00,11.50,3,0,0,0,1,1,1
3576,28,62,15,13,13,13,11.00,10.50,0,0,0,0,1,1,1
3577,29,62,16,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3578,30,62,8,12,16,12,10.00,9.50,0,0,0,0,1,1,1
3579,31,62,10,13,13,13,11.00,10.50,3,0,0,0,1,1,1
3580,32,62,10,14,17,14,12.00,11.50,3,0,0,0,1,1,1
3581,33,62,8,12,14,12,10.00,9.50,2,0,0,0,1,1,1
3582,34,62,12,13,14,13,11.00,10.50,2,0,0,0,1,1,1
3583,35,62,17,14,15,14,12.00,11.50,2,0,0,0,1,1,1
3584,36,62,5,12,16,12,10.00,9.50,4,0,0,0,1,1,1
3585,37,62,9,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3586,38,62,17,14,16,14,12.00,11.50,2,0,0,0,1,1,1
3587,39,62,7,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3588,40,62,15,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3589,41,62,9,14,15,14,12.00,11.50,2,0,0,0,1,1,1
3590,42,62,5,12,16,12,10.00,9.50,4,0,0,0,1,1,1
3591,43,62,11,13,15,13,11.00,10.50,3,0,0,0,1,1,1
3592,44,62,8,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3593,45,62,14,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3594,46,62,8,13,15,13,11.00,10.50,4,0,0,0,1,1,1
3595,47,62,13,14,18,14,12.00,11.50,1,0,0,0,1,1,1
3596,48,62,9,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3597,49,62,10,13,16,13,11.00,10.50,1,0,0,0,1,1,1
3598,50,62,9,14,15,14,12.00,11.50,3,0,0,0,1,1,1
3599,51,62,13,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3600,52,62,15,13,14,13,11.00,10.50,3,0,0,0,1,1,1
3601,4,63,16,13,18,13,11.00,10.50,2,0,0,0,1,1,1
3602,5,63,9,14,15,14,12.00,11.50,4,0,0,0,1,1,1
3603,6,63,12,12,15,12,10.00,9.50,0,0,0,0,1,1,1
3604,7,63,13,13,16,13,11.00,10.50,1,0,0,0,1,1,1
3605,8,63,17,14,19,14,12.00,11.50,3,0,0,0,1,1,1
3606,9,63,11,12,13,12,10.00,9.50,1,0,0,0,1,1,1
3607,10,63,14,13,14,13,11.00,10.50,2,0,0,0,1,1,1
3608,11,63,16,14,18,14,12.00,11.50,0,0,0,0,1,1,1
3609,12,63,5,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3610,13,63,12,13,13,13,11.00,10.50,2,0,0,0,1,1,1
3611,14,63,13,14,17,14,12.00,11.50,2,0,0,0,1,1,1
3612,15,63,13,12,13,12,10.00,9.50,4,0,0,0,1,1,1
3613,16,63,13,13,17,13,11.00,10.50,0,0,0,0,1,1,1
3614,17,63,14,14,18,14,12.00,11.50,1,0,0,0,1,1,1
3615,18,63,10,12,15,12,10.00,9.50,1,0,0,0,1,1,1
3616,19,63,7,13,18,13,11.00,10.50,0,0,0,0,1,1,1
3617,20,63,15,14,19,14,12.00,11.50,0,0,0,0,1,1,1
3618,21,63,14,12,13,12,10.00,9.50,3,0,0,0,1,1,1
3619,22,63,10,13,15,13,11.00,10.50,2,0,0,0,1,1,1
3620,23,63,8,14,16,14,12.00,11.50,3,0,0,0,1,1,1
3621,24,63,10,12,16,12,10.00,9.50,2,0,0,0,1,1,1
3622,25,63,11,13,16,13,11.00,10.50,1,0,0,0,1,1,1
3623,26,63,7,14,15,14,12.00,11.50,1,0,0,0,1,1,1
3624,28,63,12,13,14,13,11.00,10.50,0,0,0,0,1,1,1
3625,29,63,13,14,17,14,12.00,11.50,2,0,0,0,1,1,1
3626,30,63,13,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3627,31,63,14,13,17,13,11.00,10.50,2,0,0,0,1,1,1
3628,32,63,13,14,17,14,12.00,11.50,2,0,0,0,1,1,1
3629,33,63,15,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3630,34,63,13,13,13,13,11.00,10.50,4,0,0,0,1,1,1
3631,35,63,10,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3632,36,63,6,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3633,37,63,8,13,17,13,11.00,10.50,0,0,0,0,1,1,1
3634,38,63,7,14,16,14,12.00,11.50,4,0,0,0,1,1,1
3635,39,63,14,12,12,12,10.00,9.50,2,0,0,0,1,1,1
3636,40,63,12,13,13,13,11.00,10.50,3,0,0,0,1,1,1
3637,41,63,7,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3638,42,63,5,12,14,12,10.00,9.50,2,0,0,0,1,1,1
3639,43,63,15,13,18,13,11.00,10.50,4,0,0,0,1,1,1
3640,44,63,11,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3641,45,63,11,12,14,12,10.00,9.50,0,0,0,0,1,1,1
3642,46,63,7,13,18,13,11.00,10.50,3,0,0,0,1,1,1
3643,47,63,8,14,14,14,12.00,11.50,3,0,0,0,1,1,1
3644,48,63,13,12,13,12,10.00,9.50,4,0,0,0,1,1,1
3645,49,63,10,13,17,13,11.00,10.50,1,0,0,0,1,1,1
3646,50,63,15,14,15,14,12.00,11.50,0,0,0,0,1,1,1
3647,51,63,14,12,17,12,10.00,9.50,2,0,0,0,1,1,1
3648,52,63,13,13,17,13,11.00,10.50,0,0,0,0,1,1,1
3649,4,64,13,13,15,13,11.00,10.50,3,0,0,0,1,1,1
3650,5,64,9,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3651,6,64,15,12,15,12,10.00,9.50,2,0,0,0,1,1,1
3652,7,64,9,13,17,13,11.00,10.50,4,0,0,0,1,1,1
3653,8,64,11,14,14,14,12.00,11.50,3,0,0,0,1,1,1
3654,9,64,14,12,13,12,10.00,9.50,2,0,0,0,1,1,1
3655,10,64,16,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3656,11,64,16,14,17,14,12.00,11.50,0,0,0,0,1,1,1
3657,12,64,7,12,16,12,10.00,9.50,0,0,0,0,1,1,1
3658,13,64,12,13,15,13,11.00,10.50,0,0,0,0,1,1,1
3659,14,64,9,14,14,14,12.00,11.50,1,0,0,0,1,1,1
3660,15,64,13,12,16,12,10.00,9.50,4,0,0,0,1,1,1
3661,16,64,6,13,16,13,11.00,10.50,2,0,0,0,1,1,1
3662,17,64,10,14,15,14,12.00,11.50,1,0,0,0,1,1,1
3663,18,64,5,12,16,12,10.00,9.50,2,0,0,0,1,1,1
3664,19,64,8,13,18,13,11.00,10.50,3,0,0,0,1,1,1
3665,20,64,14,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3666,21,64,14,12,16,12,10.00,9.50,2,0,0,0,1,1,1
3667,22,64,11,13,18,13,11.00,10.50,1,0,0,0,1,1,1
3668,23,64,12,14,15,14,12.00,11.50,4,0,0,0,1,1,1
3669,24,64,13,12,13,12,10.00,9.50,3,0,0,0,1,1,1
3670,25,64,13,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3671,26,64,9,14,16,14,12.00,11.50,4,0,0,0,1,1,1
3672,28,64,16,13,14,13,11.00,10.50,4,0,0,0,1,1,1
3673,29,64,9,14,15,14,12.00,11.50,1,0,0,0,1,1,1
3674,30,64,13,12,14,12,10.00,9.50,0,0,0,0,1,1,1
3675,31,64,8,13,13,13,11.00,10.50,4,0,0,0,1,1,1
3676,32,64,10,14,18,14,12.00,11.50,1,0,0,0,1,1,1
3677,33,64,5,12,17,12,10.00,9.50,1,0,0,0,1,1,1
3678,34,64,7,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3679,35,64,9,14,17,14,12.00,11.50,4,0,0,0,1,1,1
3680,36,64,10,12,15,12,10.00,9.50,3,0,0,0,1,1,1
3681,37,64,6,13,15,13,11.00,10.50,3,0,0,0,1,1,1
3682,38,64,14,14,17,14,12.00,11.50,2,0,0,0,1,1,1
3683,39,64,7,12,17,12,10.00,9.50,3,0,0,0,1,1,1
3684,40,64,15,13,15,13,11.00,10.50,0,0,0,0,1,1,1
3685,41,64,15,14,17,14,12.00,11.50,0,0,0,0,1,1,1
3686,42,64,14,12,12,12,10.00,9.50,2,0,0,0,1,1,1
3687,43,64,6,13,17,13,11.00,10.50,2,0,0,0,1,1,1
3688,44,64,10,14,14,14,12.00,11.50,4,0,0,0,1,1,1
3689,45,64,5,12,14,12,10.00,9.50,1,0,0,0,1,1,1
3690,46,64,14,13,16,13,11.00,10.50,0,0,0,0,1,1,1
3691,47,64,8,14,19,14,12.00,11.50,2,0,0,0,1,1,1
3692,48,64,8,12,13,12,10.00,9.50,1,0,0,0,1,1,1
3693,49,64,7,13,16,13,11.00,10.50,2,0,0,0,1,1,1
3694,50,64,14,14,18,14,12.00,11.50,0,0,0,0,1,1,1
3695,51,64,13,12,14,12,10.00,9.50,3,0,0,0,1,1,1
3696,52,64,12,13,14,13,11.00,10.50,1,0,0,0,1,1,1
3697,4,65,13,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3698,5,65,16,14,16,14,12.00,11.50,3,0,0,0,1,1,1
3699,6,65,9,12,13,12,10.00,9.50,1,0,0,0,1,1,1
3700,7,65,14,13,16,13,11.00,10.50,0,0,0,0,1,1,1
3701,8,65,7,14,15,14,12.00,11.50,2,0,0,0,1,1,1
3702,9,65,10,12,16,12,10.00,9.50,3,0,0,0,1,1,1
3703,10,65,15,13,17,13,11.00,10.50,4,0,0,0,1,1,1
3704,11,65,11,14,19,14,12.00,11.50,2,0,0,0,1,1,1
3705,12,65,5,12,14,12,10.00,9.50,1,0,0,0,1,1,1
3706,13,65,11,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3707,14,65,14,14,15,14,12.00,11.50,3,0,0,0,1,1,1
3708,15,65,13,12,14,12,10.00,9.50,0,0,0,0,1,1,1
3709,16,65,15,13,13,13,11.00,10.50,2,0,0,0,1,1,1
3710,17,65,11,14,18,14,12.00,11.50,4,0,0,0,1,1,1
3711,18,65,13,12,16,12,10.00,9.50,0,0,0,0,1,1,1
3712,19,65,7,13,14,13,11.00,10.50,3,0,0,0,1,1,1
3713,20,65,10,14,17,14,12.00,11.50,1,0,0,0,1,1,1
3714,21,65,10,12,14,12,10.00,9.50,0,0,0,0,1,1,1
3715,22,65,14,13,15,13,11.00,10.50,3,0,0,0,1,1,1
3716,23,65,9,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3717,24,65,8,12,12,12,10.00,9.50,3,0,0,0,1,1,1
3718,25,65,11,13,15,13,11.00,10.50,4,0,0,0,1,1,1
3719,26,65,9,14,17,14,12.00,11.50,3,0,0,0,1,1,1
3720,28,65,12,13,15,13,11.00,10.50,2,0,0,0,1,1,1
3721,29,65,8,14,15,14,12.00,11.50,1,0,0,0,1,1,1
3722,30,65,15,12,17,12,10.00,9.50,4,0,0,0,1,1,1
3723,31,65,10,13,16,13,11.00,10.50,1,0,0,0,1,1,1
3724,32,65,10,14,15,14,12.00,11.50,2,0,0,0,1,1,1
3725,33,65,12,12,12,12,10.00,9.50,3,0,0,0,1,1,1
3726,34,65,14,13,14,13,11.00,10.50,3,0,0,0,1,1,1
3727,35,65,12,14,16,14,12.00,11.50,2,0,0,0,1,1,1
3728,36,65,11,12,12,12,10.00,9.50,1,0,0,0,1,1,1
3729,37,65,7,13,17,13,11.00,10.50,2,0,0,0,1,1,1
3730,38,65,11,14,19,14,12.00,11.50,2,0,0,0,1,1,1
3731,39,65,15,12,15,12,10.00,9.50,1,0,0,0,1,1,1
3732,40,65,10,13,13,13,11.00,10.50,4,0,0,0,1,1,1
3733,41,65,11,14,14,14,12.00,11.50,2,0,0,0,1,1,1
3734,42,65,8,12,14,12,10.00,9.50,0,0,0,0,1,1,1
3735,43,65,8,13,17,13,11.00,10.50,1,0,0,0,1,1,1
3736,44,65,10,14,16,14,12.00,11.50,1,0,0,0,1,1,1
3737,45,65,13,12,14,12,10.00,9.50,1,0,0,0,1,1,1
3738,46,65,11,13,14,13,11.00,10.50,1,0,0,0,1,1,1
3739,47,65,9,14,18,14,12.00,11.50,3,0,0,0,1,1,1
3740,48,65,13,12,13,12,10.00,9.50,3,0,0,0,1,1,1
3741,49,65,7,13,16,13,11.00,10.50,3,0,0,0,1,1,1
3742,50,65,7,14,16,14,12.00,11.50,0,0,0,0,1,1,1
3743,51,65,10,12,16,12,10.00,9.50,1,0,0,0,1,1,1
3744,52,65,10,13,18,13,11.00,10.50,3,0,0,0,1,1,1
3745,4,66,10,13,16,13,11.00,10.50,1,0,0,0,1,1,1
3746,5,66,10,14,14,14,12.00,11.50,3,0,0,0,1,1,1
3747,6,66,5,12,17,12,10.00,9.50,2,0,0,0,1,1,1
3748,7,66,15,13,18,13,11.00,10.50,1,0,0,0,1,1,1
3749,8,66,7,14,17,14,12.00,11.50,3,0,0,0,1,1,1
3750,9,66,14,12,12,12,10.00,9.50,4,0,0,0,1,1,1
3751,10,66,9,13,14,13,11.00,10.50,3,0,0,0,1,1,1
3752,11,66,12,14,15,14,12.00,11.50,3,0,0,0,1,1,1
3753,12,66,8,12,13,12,10.00,9.50,1,0,0,0,1,1,1
3754,13,66,16,13,15,13,11.00,10.50,3,0,0,0,1,1,1
3755,14,66,14,14,16,14,12.00,11.50,2,0,0,0,1,1,1
3756,15,66,8,12,14,12,10.00,9.50,2,0,0,0,1,1,1
3757,16,66,10,13,15,13,11.00,10.50,2,0,0,0,1,1,1
3758,17,66,14,14,19,14,12.00,11.50,4,0,0,0,1,1,1
3759,18,66,9,12,13,12,10.00,9.50,3,0,0,0,1,1,1
3760,19,66,8,13,13,13,11.00,10.50,3,0,0,0,1,1,1
3761,20,66,11,14,19,14,12.00,11.50,2,0,0,0,1,1,1
3762,21,66,5,12,14,12,10.00,9.50,2,0,0,0,1,1,1
3763,22,66,11,13,14,13,11.00,10.50,4,0,0,0,1,1,1
3764,23,66,11,14,18,14,12.00,11.50,3,0,0,0,1,1,1
3765,24,66,14,12,17,12,10.00,9.50,1,0,0,0,1,1,1
3766,25,66,11,13,17,13,11.00,10.50,1,0,0,0,1,1,1
3767,26,66,14,14,18,14,12.00,11.50,2,0,0,0,1,1,1
3768,28,66,15,13,15,13,11.00,10.50,1,0,0,0,1,1,1
3769,29,66,14,14,16,14,12.00,11.50,2,0,0,0,1,1,1
